userName,score,at,full_text,kategori
Siti Nurzanah,5,2025-05-10 07:44:45,good bangettt tokopedia ♥️,Positif
Muhammad Junaidi,1,2025-05-10 07:37:43,"kenapa si iklan lu muncul terus di game gue risih gue sama iklan lu gue main game ngulang terus gara"" iklan lu",Negatif
Tata Maria,5,2025-05-10 07:28:33,knp tokopedia skrg pengiriman lama sekali..brg saya blm sampe2 jg,Positif
Nur Hidayat ST CIVIL,5,2025-05-10 07:23:52,ok,Positif
Anita salsa Layla,1,2025-05-10 07:13:04,"pusat resolusi sangat lama dan lambat penanganannya, sangat-sangat kecewa dan tidak memuaskan pelayanannya dari pihak Tokopedia nya.",Negatif
Ana Regita,1,2025-05-10 07:12:33,"baru pertama pakai Tokopedia kenak tipu, barang sudah di retur malah di kembali lagi ke saya saya kembali lagi ke kurinya, sudah di komplain uang belom kembali",Negatif
Mama myny,1,2025-05-10 07:07:49,"terlalu berpihak ke penjual, klaim kerusakan sangat lambat.",Negatif
Haryanto,5,2025-05-10 06:58:34,"selama saya belanja di Tokopedia, barang selalu selalu di diskripsi, dan ORI semua 👍👍",Positif
Muhammad Amin,5,2025-05-10 06:57:02,Sangat bagus dan amanah,Positif
Satriameri Jalilsalman,5,2025-05-10 06:35:44,yah oke mantap banget gan 👍,Positif
Bene Diktus,3,2025-05-10 06:33:41,saya gak ada cod,Netral
Emas Ikoh,1,2025-05-10 06:21:00,kamu jahat ke seller Toped,Negatif
Abu Ubaidah,5,2025-05-10 06:13:54,Alhamdulillah toko pedia banyak diskon,Positif
Relina Ratify,1,2025-05-10 06:12:53,"kembalikan menu pesanan di home, kenapa jadi inbox pindah ke bawah udah bagus diatas, jadi ribet cek pesanan mesti berapa kali klik dari profil",Negatif
Cak Doy,5,2025-05-10 06:11:51,praktis mudah cepat pastinya mantap bosq,Positif
Jay,5,2025-05-10 06:09:55,KERENNNNN,Positif
IB kerta yoga,1,2025-05-10 05:47:53,sering ilang menu pembayaran top up dan susah skali di cari sampe uninstal aplikasi,Negatif
vincent derozari,5,2025-05-10 05:38:13,sangat bermanfaat bagi org yang tinggal jauh dari kota besar,Positif
Kurniadi W. Nugroho,1,2025-05-10 05:35:12,"Di toped ini kan pembeli berhadapan dengan penjual, kurir & marketplace. Ke 3 nya adalah penyedia jasa bagi pembeli. Tapi herannya yg bisa dirating hanya pembeli. Kurir & marketplace-nya gak bisa. Sehingga ketika pembeli gak puas dgn kurir & marketplace-nya, numpahin kekecewaannya lewat ratingan pembeli. Jaka sembung bawa golok jadinya...",Negatif
Kiki Gozali,5,2025-05-10 05:16:59,mantapppppp,Positif
Eskoria Kool,1,2025-05-10 05:09:08,setiap versi baru. desain tampilan berubah. byk error.,Negatif
yosse byu,1,2025-05-10 04:57:23,error di hp zfold 6 tidak bisa liat etalase toko semua seller setelah update tulisannya cek koneksi padahal kecepatan internet saya 100mbps lucu,Negatif
Panji Kartika,1,2025-05-10 04:53:09,"setelah update di PS koq malah gk bisa buka toko...jaringan bermasalah terus, padahal buka di app sebelah aman2 aja",Negatif
Yusuf Arif,3,2025-05-10 04:42:31,"min, Tokopedia lagi error yah. kq suruh refresh mulu.",Netral
Abd Rohim,2,2025-05-10 04:14:41,"aduh ini aplikasi gimana sudah di update malah ngebug,saat kunjungi toko aja suruh periksa internet anda pada baru isi kuota",Negatif
azriel zholla,5,2025-05-10 04:10:02,bagus,Positif
Andreas Ricky.c.,5,2025-05-10 04:08:01,"Aplikasi nya bagus, proses return mudah sayang gratis ongkirnya sekarang permanen cuma setengah atau di alih kan ke KARGO pengirimannya yang bisa sampai dalam 2minggu. SULIT!!!!!",Positif
Rifky Arab,5,2025-05-10 03:32:17,sangat membantu dan flexybel,Positif
ali aji,1,2025-05-10 03:07:27,komplain di tokopedia selalu gagal dengan alasan video tidak valid/tidak bisa di buka... padahal video jelas... baik produk maupun keluhan... lain hari jangan beli di sini... cukup saya aja yg ketipu...,Negatif
Dimas Bahtian,1,2025-05-10 02:55:36,apk ribet. lupa nomer aja harus verifikasi lagi. terus mau order harus verifikasi. nmrnya ilang ribet aplikasi macam apa ini,Negatif
Shinta Ta,1,2025-05-10 02:45:07,"Apk ga mutu, Cukup terakhir ini beli di tokped costumer service robot, Ajukan retur karena barang ga sesuai hampir 2 minggu. bukti video foto sudah dikirim, keterangan ajukan retur sudah sangat jelas. Masih yang dimenangkan penjual. Mending toko orange jelas,retur cepat cuman max 3 hari kelar ,ga banyak ca ci cu. Cukup terakhir ini",Negatif
Alif Hadyan,5,2025-05-10 02:31:01,Marketplace terbaik!,Positif
Ade rahman,1,2025-05-10 02:15:55,"Aplikasi taiiiii...internet kenceng.blg ga ada internet, update bukannya bener dan lebih bagus malah makin tolol aplikasinya,,, gmn mau belanja...👎👎👎👎",Negatif
Maulana Widagdo,1,2025-05-10 02:03:11,habis update malah ngebug,Negatif
Jan Imhesic,1,2025-05-10 01:12:17,setelah update gak bisa lihat video ulasan trus juga gak bisa cek toko karena katanya masalah jaringan lah padahal buka aplikasi lain lancar jaya. Tokopedia mempersulit hidup,Negatif
Fahruddin Azhar,1,2025-05-10 01:05:12,RIBET. MAHAL. ADMIN ROBOT.. TIDAK MAU DI KOMPLIN..,Negatif
rizky wahyu,5,2025-05-10 01:02:54,"kenapa pesan chat toko sekarang gak bisa di hapus ya? dan tombol wishlist di hilangkan, dulu sebelum update ada di sebelah tombol keranjang? tolong kembalikan fitur-fitur tersebut",Positif
Uyung Rakhmawan,4,2025-05-10 01:00:06,mantaf sangat mrmbantu sekali,Positif
suwarto 354,5,2025-05-10 00:41:23,toko Pedi memang oke.,Positif
Doel Halim Mansyur,5,2025-05-10 00:40:22,ok,Positif
xxs-綾波 ユイ,1,2025-05-10 00:39:08,makin berat! banyak errornya! makin gk jelas ni app! lama² jd males kalo belanja disini. sinyal hp ok malah muncul peringatan koneksi jelek? hp udh A55 tp app kok lebih terasa berat dibanding game berat? payah sihh..,Negatif
Badhor,2,2025-05-10 00:37:09,koneksi terganggu terus kalo mau cek ke toko,Negatif
asepa sahidallahr,5,2025-05-10 00:18:32,good very good,Positif
Fazri Fazri,1,2025-05-10 00:10:53,aplikasi yang sangat buruk.. pesanan bisa di batalkan secara automatis... kecewa aku😠,Negatif
Sukma Dania,1,2025-05-10 00:05:32,apk lemot bgsd,Negatif
Abdi Negara,1,2025-05-09 23:39:36,"buset udh kaga ada voucher gratis ongkir,parah..parah..parah",Negatif
Hary Sanshou,3,2025-05-09 23:38:53,"sekarang jadi tambah ribet,semenjak gabung sm tiktok.....knp g sendiri aja",Netral
Rahmat Ferdhi,1,2025-05-09 23:09:02,harganya pada mahal,Negatif
Yu Dhi,5,2025-05-09 22:58:51,Good all,Positif
Bogel Qreens,5,2025-05-09 22:55:50,tokopedia semakin keren.,Positif
Mohamad Rafli,4,2025-05-09 22:54:36,baik,Positif
A4 Kk Pulco,5,2025-05-09 22:50:53,"best of the best aplikasi belanja online,,masalah apapun bisa ditangani dengan cepat oleh pihak toped tanpa bertele-tele,tanpa merugikan pihak manapun, belanjanya jg mudah harga banyak yg lumayan murah dibanding aplikasi oren sebelah yg terkenal terlalu bertele-tele dalam menangani masalah tapi masalah gak pernah ada yg selesai,, tetap pertahankan dan tingkatkan terus prestasimu wahai tokopedia,, bintang 5 spesial untukmu.",Positif
Zidan AG,3,2025-05-09 22:35:52,"Mau liat beberapa toko malah error muncul jaringan buruk, padahal jaringan mah ok",Netral
fitri wulandari,5,2025-05-09 22:33:32,nyoba dulu . mudah2an gak banyak mengecewakan kayak toko oren,Positif
ferry mardian,5,2025-05-09 22:33:15,Nice... good jobs👍👌🤝,Positif
RUSNA WATI 11 RARA,5,2025-05-09 22:33:00,mantap,Positif
Ardyan,1,2025-05-09 22:25:00,"Kolom diskusi produk yg cukup penting justru dihapus Semakin gak jelas Tokped, ulasan yg dulu 4 bintang ku turunkan bintang 1 Semakin tertinggal jauh dgn e-commerce lain",Negatif
Reza Arap skin collector,1,2025-05-09 22:19:03,"ga lagi pake tokped, refund dana aja lelet banget sampai berhari-hari👎👎",Negatif
Nurjaman Jamang,5,2025-05-09 22:07:24,maslaah terselesaikan aman pisan gda kendala lagi di toko pedia aman,Positif
Jaya Tekhnik,5,2025-05-09 22:00:44,"ayo tokped,tingkatkan terus fitur2nya,permudah semua prosesnya,agar si hijau bisa melesat..💸💸💸",Positif
weka takari,1,2025-05-09 21:55:44,tidak suka iklan.sangat mengganggu,Negatif
Jaenu Dahlan,5,2025-05-09 21:50:45,mantap,Positif
star king's,2,2025-05-09 21:25:22,"tokped kenapa jd lemot bgt aplikasi nya...nglag , balik halaman langsung balik paling atas,cape2 scroll ngurutin dari atas lagi nyari produk nya",Negatif
Har Santo,5,2025-05-09 21:11:33,siip,Positif
neetha lidya,1,2025-05-09 20:58:58,gratis ongkir yg pick up JNE sudah 3 x melebihi estimasi ga dikirim akhirnya ambil sendiri.. tolong lah ga usah kerjasama sama JNE burik banget.. mending pindah ke sopi pengiriman sesuai estimasi..,Negatif
Muhammad Nizam Zulfiandra,1,2025-05-09 20:58:25,"buruk, dibagian home juga berubah aneh, susah buat scroll UI nya, tampilan makin aneh gak kaya tokped dulu. tolong segera di update dan dibenahi supaya gk keliatan bodoh.",Negatif
teknokayo intermational,5,2025-05-09 20:53:00,menyenangkan dan aman..,Positif
CHamid Hamizan,5,2025-05-09 20:30:33,Bagus cuma pengiriman yg lama,Positif
TJETJEP SATYANA,1,2025-05-09 20:17:45,bad....not recomended...the all system is awful...,Negatif
Agung Sunarwan,5,2025-05-09 20:13:24,barangnya bisa dipercaya,Positif
Kamal udin,5,2025-05-09 20:08:38,ok,Positif
Susilo Sello,5,2025-05-09 20:06:33,jozz,Positif
Porman Hardi,5,2025-05-09 20:05:14,alkhamdulillah,Positif
Hilmi Syaputra,2,2025-05-09 19:57:00,Saran tolong sensor nomer dan alamat pembeli di resi seperti di toko sebelah,Negatif
Ahmad Khanif,5,2025-05-09 19:51:51,pakai limit. sangat membantu,Positif
sanbshri,1,2025-05-09 19:44:14,edit kenapa akun saya diblokir padahal tidak melanggar aturan s&k min mohon dipertimbangkan akun tokped saya,Negatif
Sus Wae,3,2025-05-09 19:39:37,gratis ongkirnya punyaku kok sudah gak ada min admin.,Netral
Khalisa Maulida,5,2025-05-09 19:39:25,bagus sangat membantu...tapi berat lodingnya,Positif
naharyac,5,2025-05-09 19:37:22,"penjual respon cepat, ramah, dan solutif",Positif
fadli uma pertiwi,4,2025-05-09 19:35:40,"toko pedia memakai jasa kurir JNE yang saya alami update barang sampai di mana sangat tidak jelas ,ini lah mengapa market plase lain menggesernya ,",Positif
Pengguna Google,1,2025-05-09 19:29:05,"sebenernya saya suka dan senang belanja online di TokPed ini. dulu setiap saya ajukan komplain tentang barang yg salah kirim. pihak admin dari Tokopedia selalu siap dan cepat membantu. tp sekarang pihak admin seperti gak perduli , padahal dah jelas2 toko yg menjual barang itu toko penipu yg skarang udah ditutup oleh Tokopedia karna gak amanah dalam menjual barangnya.",Negatif
Herman Sutisu,1,2025-05-09 19:27:55,UBAH KURIR TOLONG,Negatif
Made Sule,1,2025-05-09 19:27:24,makin update makin susah pakainya..😩😩,Negatif
sayuk indriati,1,2025-05-09 19:23:33,"pihak tokopedia selalu memberikan kurier rekomendasi yang buruk. untuk pembelian barang urgent, jangan melalui tokopedia.. banyak toko yang tidak aktif tapi terlihat aktif, kurier rwkomemdasi juga sangat buruk.",Negatif
malik ridwan 1703,5,2025-05-09 19:23:07,"bagus, tingkatkan kualitas dan kuantitas",Positif
Nur Kholis,1,2025-05-09 19:20:32,asli aneh banget tokopedia saya minta solusi tentang barang yg salah kirim malah gak bisa bantu:(,Negatif
Ryan Anand,1,2025-05-09 19:20:16,"TOLONG PISAHKAN TIKTOK SHOP DAN TOKOPEDIA. DIGABUNG MALAH JADI MENYUSAHKAN. NGANTRI LAMA, RESPON LAMA, BALES LAMA, CS SELLER CENTER DIMINTAIN BANTUAN MALAH MUTER-MUTER JAWABAN NYA. PASTI CS NYA GEN Z YANG GAMAU RIBET. TEMPLATE SEMUA JAWABAN CS SELLER CENTER!!!",Negatif
dzal kifli,1,2025-05-09 18:58:55,"banyak seller ngga aktif tapi produk masih muncul,udah dibeli kebatal otomatis terus kacau 🤦🏻‍♂️",Negatif
andi fitriani,5,2025-05-09 18:56:33,aplikasinya bagus sekali,Positif
DIMORA,3,2025-05-09 18:49:25,"Sejak di lepas pemilik aslinya, makin kesini biaya admin ke penjual gede , dan promo belanja sudah pelit, dan hanya seller2 yang terpilih dan ikut program saja yang dapat promo bagi pembeli. Dan alhasil pembeli pun makin sepi.",Netral
Isan Risnandar,1,2025-05-09 18:48:59,"cuman mau kasih rating 1...harus nya tanpa bintang,kasih bintang 1 pun tak pantas ..Tokopedia sungguh tidak melindungi konsumen nya,sya dua kali membeli produk power supply remot antena...yg pertama dgn toko berdomisili di Bekasi ...sampai sya nunggu beberapa hari barang kagak di kirim2 ..sya chat penjual gak respon,sampe akhirnya dibatalkan otomatis oleh sistem,dan uang di kembalikan,tapi sya rugi di waktu...pesanan kedua toko berbeda sama aja seperti itu,dan akhirnya tidak jadi beli produk 😡",Negatif
fiqri nurdin,3,2025-05-09 18:46:58,"aplikasi yg sangat berat selalu bug,sistes pengembalian barang yg ribet",Netral
Nayla Septiyana,5,2025-05-09 18:18:12,masih banyak belajar,Positif
SHOLEH,5,2025-05-09 18:15:30,Gg geming ygy,Positif
Rafly,1,2025-05-09 18:12:50,penipu,Negatif
Sherlly Salsabilla,5,2025-05-09 18:12:26,belanja dengan mudah,Positif
Widya Anjani,1,2025-05-09 17:57:40,saya saranin k teman2 jangan instal aplikasi ini banyak penipu untuk transaksi rekbernya terus ini aplikasi juga engga bisa bantu kliennya yg udah d tipu minta chat centernya kaya g berguna mending tutup aja Tokped !!!!!!!,Negatif
SODRON ASU,1,2025-05-09 17:52:18,"mahal,buruk,gak laku",Negatif
Kharisma Tyas,1,2025-05-09 17:40:19,"gaada promo, maksa update, barang lama nyampek sampai akhirnya ga jadi kirim",Negatif
Wawan Listiyawan,1,2025-05-09 17:25:44,lebih baik sebelum diupdate.... yg sekarang membingungkan sebagai pengguna TOKPED,Negatif
Rivo Haratio,4,2025-05-09 17:18:28,ok,Positif
Rasyad Ramadhan,1,2025-05-09 16:59:58,pengiriman barangnya cukup lama dan lelet tidak sesuai estimasi,Negatif
Ate Breaker,1,2025-05-09 16:51:11,"pelayanan cs jelek,, uangku kena 2x batal transaksi karena toko ditutup permanen pengembalian dana ke saldo gak bisa dikirim ke rekening, ku belanjain lagi kali kedua tokonya ditutup permanen,, transaksi dari bulan april sampai sekarang duit gak balik barang gak dikirim, malah sempet transaksi baru ketiga baru dikirim, transaksi lama duit gw ngendap, balik rekening gabisa, tiap transaksi tokonya tutup baliknya ke saldo, batal harus respon penjual, penjual mana yang respon cepat kalo toko ditutup",Negatif
Bapak Rory,5,2025-05-09 16:49:57,menyenangkan belanja di Tokopedia..diskon tiap hari.Libur gue tetap belanja..tokopedia tetap buka 24jam nonstop.,Positif
Rico Tana,1,2025-05-09 16:42:58,"Tokopedia Care semakin lambat membalas chat dan memberikan solusi suatu masalah. kami seller sudah mengirim tepat waktu tapi barangnya malah diretur kembali....sudah 2 x kejadian seperti ini. kalau alamatnya tidak ditemukan itu bukan salah kami, kami sudah mencantumkan alamat sesuai instruksi tokopedia dan pengiriman dari kami juga tepat waktu. kalau begini caranya seller bisa rugi. kalau alamatnya tidak ketemu seharusnya tokopedia lacak lagi ke kurir atau pembelinya.",Negatif
nur hariyanto,1,2025-05-09 16:42:04,"Awalnya saya pikir Tokopedia adalah satu²nya Online Shop yg terpecaya dimuka bumi indonesia ini, ternyata pelayanannya sungguh sangat-sangat buruk dan system yang dibuat juga oleh orang² pintar namun memiliki kebodohan yang sangat hakiki.",Negatif
yuwono wibowo,5,2025-05-09 16:36:21,Transaksi yang sangat membantu karena kemudahannya.,Positif
Nevrfouz Zero,1,2025-05-09 16:27:06,"makin gak jelas aplikasi, tambah ribet , uda g pernah ada voucher menunya ilang smua, auto uninstall",Negatif
Kang Apenk,5,2025-05-09 16:20:46,is ok...,Positif
ian sagara,4,2025-05-09 16:19:19,good,Positif
Rudi Cung,3,2025-05-09 16:11:58,"tracking tolong di rapiin,saat ini susah",Netral
Hendrik,5,2025-05-09 16:09:30,ok,Positif
Banu Icam,3,2025-05-09 15:50:59,"tidak garcep menyelesaikan masalah barang atau kurirnya tidak bisa bantu, setidaknya kalau ga bisa bantu folowup expedisinya kasi keterangan nama kurirnya klo akun lain seperti tiktok ad nama kurirnya minta bantu toko pediacare tp tidak ada solusi malah ditutup..terus apa gunanya toko pedia care???",Netral
Iron Man,2,2025-05-09 15:46:27,iklan top ads bayar blm tentu laku...pasang iklan susah....udah gt hasil penjualan dipotong 8%..iklan juga blm tentu laku....ekpedisi jg akan berubah tdk bisa diganti...ekpedisi sesuai pilihan pembeli....nasib penjual diabakain..nasib dropshiper apa lagi....bye tokopedia..semoga ada marketplace baru lagi....,Negatif
Syawal Aristo,5,2025-05-09 15:20:59,lancar luncur,Positif
Intan Arum,5,2025-05-09 15:20:25,bagus bgt rekomen ngga terlalu murah tapi juga ga mahal' bgt dan kurir ramah juga ngga kek oren,Positif
Eka Saputra,5,2025-05-09 15:08:58,good,Positif
Muslim Bayudi,1,2025-05-09 15:07:58,"Setelah gabung sama Tiktokshop.. JADI BUSUKKKKK , KEBIJAKAN NYA IKUT TIKTOK. KEBIJAKAN TOLOLLL",Negatif
Aldi Saputra,1,2025-05-09 14:44:20,sistem suka berubah gak jelas bukan tambah baik malah mempersulit penjualan,Negatif
Enzo todox,1,2025-05-09 14:41:46,barang mahal ongkir parah bangat 😭,Negatif
Khalifah zaezatul Faizah,4,2025-05-09 14:37:07,terimakasih atas penanganan nya saran nya untuk tokped kedepan nya d buat supaya lebih aman lagi biar tidak ad penjual yang tak benar🙏🥰🥰,Positif
zen aulad,5,2025-05-09 14:28:46,syae,Positif
Azhar Iskandar,5,2025-05-09 14:27:37,mantap,Positif
Rian Chopis,5,2025-05-09 14:21:14,seruuu banget,Positif
AmAiK,1,2025-05-09 13:46:54,"Fitur Pencarian di Tokopedia sekarang Sangat - sangat Mengecewakan, Filter - Filter pencarian yang ada sama sekali tidak berfungsi... Padahal sebelumnya yang membuat saya tetap menggunakan Tokopedia adalah fitur pencarian yang akurat.",Negatif
ipan aja,4,2025-05-09 13:42:28,👍,Positif
Taqwa Zultiar,1,2025-05-09 13:38:57,"pembatalan seharusnya gausah menunggu persetujuan penjual,. alhasil yg harusnya saya gak punya utang 10 jt jadi punya utang,. payah gak kayak LAZADA",Negatif
A marwan Gunawan,5,2025-05-09 13:34:47,biar bintang lah ..yang bicara,Positif
Muhammad Rajiq ghaiyyas,4,2025-05-09 13:25:02,oke sekarang problemnya ada di bagian riwayat pencarian yang gk bisa dihapus,Positif
Syahidar,4,2025-05-09 13:19:52,masalah pengirimannya berputar putar gak jelas padahal sudah sampe kota tujuan masa 2 hari gak bergerak ga ada solusi,Positif
Syahril Ilham,1,2025-05-09 13:18:03,ga jelas beli tanggal 04 sampe tanggal 9 blm sampe juga ga ada diskon telat???,Negatif
Naryati,1,2025-05-09 13:07:13,lama datang nyaa udah 1 minggu belom datang,Negatif
Gilang Eka,3,2025-05-09 12:58:50,🤔,Netral
bara lax,5,2025-05-09 12:41:21,masih di pulau Jawa tapi gk dapet gratis ongkir,Positif
HANDRY HANDRY,5,2025-05-09 12:36:10,OK,Positif
Indah Pratiwi,1,2025-05-09 12:16:05,"aplikasinya semakin aneh aneh membuat peraturan,fitur ubah kurir malah dihilangkan menyusahkan sekali buat seller,apalagi sekarang diminta buat gabung tiktok tambah menyusahkan 😪cuma mau jualan aja dipersulit🤦‍♂️",Negatif
bang Bara,5,2025-05-09 11:54:26,sangat membantu,Positif
seffri ananto,1,2025-05-09 11:50:03,sebagai seller direpotkan ga bisa ubah resi,Negatif
Sudi Hidayati,5,2025-05-09 11:43:59,bagus,Positif
Deny phentom03,3,2025-05-09 11:43:06,chat tokped custmr servs. gk ada balasan dari kemarin,Netral
Salsabila Bunga Adelia,1,2025-05-09 11:37:32,"makin ke sini Tokopedia makin ga jelas, masa ga bisa ganti kurir. saya sudah lama jadi berjualan di Tokopedia, jadi kecewa kalau seperti ini. hapus aja kalau makin ribet gini, ga jelas banget",Negatif
vicky ardiansyah,1,2025-05-09 11:21:02,"Mau batalin pesanan susah bgt,cs gak membantu malah bot doang yg menjawab. kecewa banget.",Negatif
Muhammad Rasyid,5,2025-05-09 11:15:19,Yoi,Positif
Mas rani,1,2025-05-09 11:14:22,saya pemula dan saya mendapatkan kopun senilai Rp.250.000 dengan syarat beli satu barang(tanpa COD) dan setelah saya beli barang mengikuti arahan dengan bayar tunai TETAPI KOPUN RP.250.000 ITU TIDAK SAYA DAPATKAN. mohon beri penjelasan,Negatif
Mass Rgl,1,2025-05-09 11:10:30,"merugikan seller,, Tokopedia mau monopoli apa gimana....😑😑😑😑😑",Negatif
Mas Nandang,1,2025-05-09 11:02:20,ribet,Negatif
Mustami lombok,5,2025-05-09 11:02:15,the best,Positif
Ica Anisa,3,2025-05-09 11:01:20,njajal sek kawan be'ee enk apk nya,Netral
Lena,4,2025-05-09 10:59:10,min bonus coin ulasanku ada 2 kok blm masuk ya untuk hari ini jadinya bintangnya sy kurangi dulu ya,Positif
Nabila Farkhah,1,2025-05-09 10:55:55,hadeh makin sini makin ribet,Negatif
Fitrotul Muniroh,1,2025-05-09 10:48:02,APLIKASI INI SUDAH TIDAK REKOMENDASI DI DOWNLOAD SUDAH TIDAK SEPERTI DULU WAJIB DI BLOKIR BANYAK DIRUGIKAN SEBAGAI PENJUAL !!,Negatif
ismanfajar hidayat,5,2025-05-09 10:38:51,terbaik,Positif
Lucky Aulia,1,2025-05-09 10:35:46,NGAJUIN KOMPLEN CUMA MUTER MUTER DOANG ENAKAN SHOOPE APA LAZADA MASIH OKE KOMPLAIN LANGSUNG CEPET,Negatif
Fauzan Dz,1,2025-05-09 10:24:33,"ini gimana kualitas layanan cfs nya? saya mau laporan bug di akun saya, dimana aaya sama sekali tidak bisa pakai kupon promo apapun, dan udh 4 hari nggak ada respon sama sekali, udah coba lewat email sama aja. nih ngapa dah colab ama tiktok malah jadi ampas bener, gue gunain tokped dari 2018,dan total transaksi udah lebih dari 1m kali, di mulai beli listrik dll via tokped semua, tapi sekarang kek gini ampas beut. ini gk ounya cfs atau apaan? platinum member aja susah bener mau chat cfs?",Negatif
Imam S,1,2025-05-09 10:15:14,Dibeli toktok jadi anyep promonya min😐,Negatif
Imas Tia,5,2025-05-09 09:56:18,aman dan terpercaya,Positif
Hokki Gunawan,2,2025-05-09 09:53:30,Tokopedia skrg ga gratis ongkir .....👎,Negatif
Achmad Tumedi Deday,5,2025-05-09 09:49:32,proses sangat mudah dan banyak promo ..sukses selalu tokopedia,Positif
Zen Zen,5,2025-05-09 09:49:18,mantaf,Positif
Aryudha,1,2025-05-09 09:45:21,"Keterangan di deskripsi produk sudah ditata dulu, sekarang amburadul semua",Negatif
Faisal Mochammad,1,2025-05-09 09:41:31,"suka lama banget pengirimannya, melebihi estimasi udah gitu di oper"" sama expedisi nya",Negatif
Sri Yati,5,2025-05-09 09:33:54,baik,Positif
Alif Luthfi,1,2025-05-09 09:29:53,"barang tidak sesuai deskripsi, susah ngurusnya. padahal video unboxing ada",Negatif
Toni Blendang,5,2025-05-09 09:23:30,nemuaskan,Positif
Kenzo Jovani,1,2025-05-09 09:18:37,"Gak jelas, gausah buat Tokopedia Care kalau tidak responsif",Negatif
BETIRU BETIRU,5,2025-05-09 09:15:38,oky,Positif
Warung Bu Ida,5,2025-05-09 08:44:03,sangat membantu buat kita,Positif
shankara chanel,5,2025-05-09 08:39:34,oke,Positif
ELLY,3,2025-05-09 08:29:34,aplikasi lumayan bagus tapi saya tidak bisa memberikan penilaian yang lebih karena saya jarang belanja,Netral
Devi Sri,1,2025-05-09 08:20:15,"semenjak gabung sama tiktok tokopedia jadi semakin ga jelas. chat cs aja ga ada yg balas, nunggu berhari2pun gda yg balas. mau batalin pesanan karena status resi tidak valid, ga bisa2. padahal saya udah bayar 1,8 juta buat pesanan saya. semakin lama, bikin buyer pada kabur ke mp sebelah yg fast respon",Negatif
Yanualdi Ispahan,1,2025-05-09 08:12:15,"buat tokopedia, tolong dong penjual yang udah lama ga aktif di kasih notif di bawah nama toko nya sudah brp hari minggu ga aktif, biar ga PHP pas beli ternyata ga ditanggapin",Negatif
Thofa Hd,5,2025-05-09 07:49:52,"Semua OLShop tdk ada fitur menghapus riwayat belanja. ada baiknya Tokopedia menjadi Pelopor, karena kadang orang dewasa membeli barang 18+,yg hal ini tdk boleh dilihat oleh anak². makasih",Positif
Mustika Rini,4,2025-05-09 07:46:50,coba dlu yaa klo bagus tambah bintang lagi,Positif
kimmas kendra,1,2025-05-09 07:34:23,"Kecewa berat dengan tokopedia, dari awal saya sudah menduga, bahwa order saya akan dibatalkan karena batas akhir pengiriman lebih lambat 1hari setelah ""batal otomatis"" jadi sebelum batas akhir pengiriman oleh seller, pesanan di batal otomatis oleh sistem. Saya tidak tahu apakah ada semacam ""rekayasa"", dari saya saja sudah terkumpul dana +/- 200 rb, ada berapa banyak pelanggan yang mengalami hal sama seperti saya dan berapa banyak dana mengendap di akun tokopedia. KECEWA, terulang lagi!!!",Negatif
Arya Aditama,5,2025-05-09 07:29:07,bagus,Positif
Temas Iwan,5,2025-05-09 07:26:58,Lengkap,Positif
Cicik Yustina,3,2025-05-09 07:01:56,"pengiriman cepat, kurir. bsik nyaman barang sesuai pesanan.",Netral
Mussafir,1,2025-05-09 07:01:10,"pelit voucher, sekalinya ada jg ghoib. gk bisa apa2 klo di toped mdg shopee apa lazada masih jelas vocernya",Negatif
Frendywan Dywan,5,2025-05-09 06:38:18,Mantap,Positif
Fransisca Ariyanti,1,2025-05-09 06:35:38,"parah banget tokopedia . minus semua bener dah. paket dari lama ga dateng"". ga ada cs live , resi bikin sendiri. baru order pertama lo aku lewat tokopedia. ga amanah sekali",Negatif
GIVE_ME_HAPPY17. Farm,1,2025-05-09 06:21:03,belanja di Tokopedia sekarang pelit voucher chasback kecil ( belanja min 2jt potongan masa 50rb doang? rugi dong ) terus fitur gopay later nya cicilan 12 bulan sering di hilangin saya pun sekarang jadi males belanja di Tokopedia,Negatif
Ecxa Rakharruan,5,2025-05-09 06:06:06,mantab,Positif
Gondrong Dodhy,5,2025-05-09 06:01:19,ok,Positif
istighroqu uc,5,2025-05-09 05:50:40,aangat memudahkan,Positif
Erhandi Deynez Safa,5,2025-05-09 05:40:02,Sangat Menganggumkan.,Positif
Anisa,5,2025-05-09 05:21:11,kok sekarang udah gaada gratis ongkir yaa?,Positif
Kenzo Rafael,4,2025-05-09 05:07:37,"Saran saya Semoga pelayanannya dikembangkan terus agar penggunanya menigkat seperti toko Oren,. dan pelanggan tidak merasakan keluhan terus menerus terima kasih🙏",Positif
Kopay Hitam,1,2025-05-09 04:15:44,"bikin maps alamat yang bener jangan tolol bikin susah aja. kita pake itu bayar bukan gratis, ingat",Negatif
Dani Ramdani,5,2025-05-09 02:47:28,aplikasi yg bagus memudahkan beli barang dan banyakin diskon voucher nya,Positif
ronce manince,5,2025-05-09 02:39:18,mantabh...bosss..,Positif
Kube Mandiri,1,2025-05-09 02:25:26,kenapa saldo di akun Dana saya tiba2 otomatis membayar di tokopedia..??,Negatif
