userName,score,at,full_text,kategori
suriani cincin,5,2025-05-01 22:37:25,"kenapa ada biaya layanan?!, yang biasanya seribuan menjadi 4 ribuan. biasanya cek out 3-4 kali sebulan, berapa banyak biaya tambahan yang harus saya keluarkan!.",Positif
Syakila,5,2025-05-01 22:37:22,bguusss😻😻,Positif
agus Yuwono,5,2025-05-01 22:37:08,beli kuota gampang banget mantaaap booosssse,Positif
Rega Putrasunda,3,2025-05-01 22:36:54,soppe mempermudah kita saat belanja aplikasi nya sangat bagus.. cuman barang yang tiba kadang tidak sesuai sama deskripsi dan juga rusak,Netral
ROji,5,2025-05-01 22:33:35,mantapp,Positif
Sisca Julia,3,2025-05-01 22:32:20,"pengirimannya lama banget buset sampe seminggu lebih, kadang paketnya ilang gatau kemana tolong dong di cek bagian pengirimannya becus apa kaga tuh kerjanya",Netral
Bobyoby Oby,3,2025-05-01 22:30:51,"maaf saya kasih bintang 3 dulu,bagus sih tapi kenapa cek out pake spaylater yang yang sudah ada limitnya ko tidak bisa yah mohon diperbaiki padahal limitnya melebihi harga produk seharusnya kan bisa dari pihak shope diperbaiki supaya saya bisa pake spaylaternya",Netral
edy efendi Efendi,1,2025-05-01 22:29:31,"gak bisa COD harus pakai shopee pay ,mending uninstal aja",Negatif
Muzon Tatak,5,2025-05-01 22:29:22,banyak barang baru ❤💞,Positif
Ady Saputra 02,5,2025-05-01 22:28:28,sangat bagus untuk belanja online di aplikasi ini 👍👍👍👍👊👍👍👍👍👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👍👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊,Positif
Devil Red,1,2025-05-01 22:27:00,aplikasi yang selama ini digunakan ternyata makan duit orang. saldo shopepay gua ga bisa digunakan tp gua mau tarik lagi saldonya juga ga bisa. udah ke cs sampe 5x lebih selalu muter-muter ga jelas. itu DUIT GUA DAN ITU HAK GUA. memang ga sebrapa duitnya tapi cara lu buat Nanganin nya selalu bertele-tele dan ga jelas. awas untuk yang lainnya jangan sampe kejadian kaya saya udah topup saldo. di saldo muncul tapi tidak bisa di gunakan. sangan sangan merugikan. saatnya pindah ke sebelah,Negatif
Rhobit M S,4,2025-05-01 22:26:14,"sangat bagus dan membantu,harga pun sangat terjangkau,shopee emang okee",Positif
Aan Reksa,5,2025-05-01 22:25:31,ok,Positif
Suprihatin Juli fair,5,2025-05-01 22:24:39,selalu cepat pengirimannya,Positif
Toto 69,2,2025-05-01 22:24:18,"sekarang pengiriman lama,, paket ga sesuai estimasi, alasan kurir pembeli ajukan menunda pengiriman, padahal saya ga pernah minta ditunda pengiriman, udh berapa kali begini.. ngadu ke aplikasi shopee jawaban ga nyambung..",Negatif
Joe Chanel,2,2025-05-01 22:24:08,"jual barang palsu ,payah shopee",Negatif
Genjo edane Genjo edane,5,2025-05-01 22:23:22,pas d hati,Positif
Arull Stayle12,5,2025-05-01 22:22:47,mantap pokoknya belanja disini,Positif
Sakhy Mas,5,2025-05-01 22:22:27,Sedang baik² saja. pertahankan...,Positif
Mang Uu,4,2025-05-01 22:19:03,suka,Positif
elwaraap abadi,5,2025-05-01 22:18:40,👍,Positif
Nita Rostiana,5,2025-05-01 22:18:38,Shoppe belanja gak ribet cepat sampai,Positif
sigit windarto,5,2025-05-01 22:18:20,mantaap,Positif
Kurnia Jaya,5,2025-05-01 22:18:16,mantapp 👍👍,Positif
Mohammad Widi,5,2025-05-01 22:18:00,good,Positif
JHOJHO GAMING,5,2025-05-01 22:17:59,mantaps,Positif
Tina Comel,5,2025-05-01 22:17:08,shoppi belanja gratis ok bgus,Positif
Aqila Tuput,5,2025-05-01 22:16:43,best,Positif
Mi Hu,5,2025-05-01 22:16:23,"singkat "" mudah & bagus """,Positif
Ubaidun,1,2025-05-01 22:15:11,"tolong dong pihak shoppe terkait pelaporan di layanan servis harap di tanggapi, saya sudah berhari"" melakukan pelaporan terkait kendala di aktivasi KTP masih tidak ada respon, karena saldo saya mengendap di shoppe karena ada pengembalian barang, dan ketika saya ingin membelanjakan lagi tidak bisa dengan alasan demi keamanan, keamanan apa yang kalian butuhkan, saya juga sudah mengirim ke cs via email tapi masih juga belum ada tanggapan, apakah nunggu 2030 dulu baru di tanggapi?",Negatif
ferry mardian,5,2025-05-01 22:14:40,Good Jobs...👌👍🫰🙏,Positif
Uyah Qidul,5,2025-05-01 22:12:55,bagus,Positif
Asep Nugraha,5,2025-05-01 22:12:34,baik,Positif
Dede Efendi,5,2025-05-01 22:12:31,Bagus dan membantu buat belanja,Positif
Eva apl,3,2025-05-01 22:11:56,"sekarang seringkali bikin jengkel, tiap pkai voc gede slalu dibatalin, padahal dulu gak seperti itu. makin tinggi pohon, makin congkak aja sm customernya😔",Netral
Siti Kodriyah,4,2025-05-01 22:11:55,"Saya kasih bintang empat, dengan alasan kenapa beda akun beda harga setiap pembelian. bukan masalah gratis ongkir, tetapi akun saya sama akun istri saya ketika saya cocokan sangat beda atau selisih harga nya",Positif
jia na,2,2025-05-01 22:11:40,"kocak bngt asli, selalu saja ada masalah, dulu aku udah sabar nungguin pesanan ku yang udah lewat dari estimasi penerimaannya, ujung²nya juga ga sampai ke tangan tuh pesanan, statusnya jadi pesanan ilang, dan itu udah terjadi dua kali. sekarag mau belanja pke akun baru mala ga bisa, dpt notif diancam ke blokir akunnya, padahal pas mau pulihin akun yg dulu ga bisa....udh ku lakukan berpa kali ya, kl masalahnya cuma terjadi skli ga bakal aku komen gini, masalahnya ini udh berkali-kali, capek....",Negatif
zein arif pleret,4,2025-05-01 22:11:18,makin beragam layanan,Positif
Simon Bague,5,2025-05-01 22:09:05,"bagus sekali, tapi minesnya ga bisa pesan cowo secara online, buat nemenin jalan",Positif
Sius Huru,5,2025-05-01 22:08:35,bagus,Positif
Tasyah Ningsih,5,2025-05-01 22:07:54,mantap,Positif
Hosen Efendi,4,2025-05-01 22:07:21,dari sekian pesanan lewat shopee 90% sesuai dg pesanan,Positif
Anita Ta,3,2025-05-01 22:06:21,"kenapa sih belakang ini apk shopee klau,di buka lelet sekali tidak ada,gambar nya lama,harus di hapus dulu trus donlod LG baru bisa,eh sekarang gitu LG klau di buka lelet gambar GK ad gimana mau belanja,lama2 ngeselin ini apk bikin kecewa klau gini harus di hapus dulu donlod LG tru,gitu LG",Netral
Baktiar Susilo,1,2025-05-01 22:04:45,makin kesini makin g jelas aja mode nya . voucher di pake co otomatis pembelian di batalkan otomatis 😠😠,Negatif
Sejahtera Banget,1,2025-05-01 22:04:16,kok shoppe makin kesini makin di update terus yaa ... udah hampir tiap hari udpdate terussssssss... habis pakett dong,Negatif
Mega Aulia,1,2025-05-01 22:03:55,"baik sih tpi, kurirnya yng ga baik krna pesenan orang ga pernah di antarkan tolong untuk Shopee kurir kya gitu klo bisa dipecat aja",Negatif
gatina gea,5,2025-05-01 22:03:49,bagus,Positif
hizkia v e,3,2025-05-01 22:03:46,tolong lah.. tiap buka aplikasi jangan dibuat langsung masuk ke live/video. ganggu bangeet sumpah.,Netral
Luthfi Hermanto,5,2025-05-01 22:03:25,Sangat membantu.,Positif
Neysa Natasha,1,2025-05-01 22:02:41,lelet,Negatif
Jimmy Cristian Permadi Jimmy,5,2025-05-01 22:01:47,teliti dalam memesan barang,Positif
Toez Riyah,5,2025-05-01 22:01:33,"shopee bagus menurutku, pengalaman orderan hilang diekspedisi, ajuin komplain sehari dana langsung refund.",Positif
Nurul Fadila,5,2025-05-01 22:00:52,banyak vocer belanja,Positif
Rider 09,5,2025-05-01 21:58:59,semoga banyak discon dan selalu amanah dan sukses selalu buat shopee,Positif
M.kariza alfakhri,5,2025-05-01 21:57:58,bagus,Positif
Ncek Ferry,5,2025-05-01 21:56:46,bisa cod,Positif
imam oyeee,5,2025-05-01 21:56:44,mantap,Positif
Maulana Ferdana,5,2025-05-01 21:55:10,lebih ditingkatkan lagi,Positif
Natsuki Subaru,5,2025-05-01 21:55:07,"Tolong tambahin fitur urutan komen terbaru,terlama,sama terpopuler. masa olshop Shopee aja yang gak ada, olshop lain ada nih fitur 😌😁",Positif
siti rahmatia,5,2025-05-01 21:50:04,mantap,Positif
Subar New,2,2025-05-01 21:49:00,Sering barang tidak aesuai,Negatif
Shakila Hanum,5,2025-05-01 21:48:44,lebih mudah belanja pakai aplikasi spohee,Positif
eko arisandi,5,2025-05-01 21:47:08,mudah dan sangat membantu...,Positif
Lhea Mamonto Djamaludin,5,2025-05-01 21:46:46,semoga shoopi lebih baik lagi yah...,Positif
Jihan “Jihan” Aura,5,2025-05-01 21:45:11,setelah diperbaiki saya jadi makin puas saat berbelanja di shopee! terimakasih shopee! 🥳💕,Positif
atet uciha,5,2025-05-01 21:44:18,lebih baik,Positif
Ridwan Ridwan,5,2025-05-01 21:43:13,baru mulai.,Positif
padi dinho,5,2025-05-01 21:43:05,bermanfaat,Positif
Julia Sweet,5,2025-05-01 21:42:26,"sangat memudahkan dalam berbelanja serta memilih kebutuhan, barang-barang yang terdapat didalamnya pun cukup berkualitas serta harga yang bersaing. sukses selalu Shoppe dan tingkatkan extra untuk para seller/penjual NAKAL...!!",Positif
Widodo Pitono,4,2025-05-01 21:39:14,"jangan pinjam di spinjam, di sini bunganya terlalu gede mencekik banget",Positif
Epra Ripadri,1,2025-05-01 21:39:12,tolong jasa jnt di tambahkan karena jasa spx sangat buruk,Negatif
Peckro Peckro,5,2025-05-01 21:37:56,Semogga Shopee terus menjadi pasar online terbaik dan amanah,Positif
Ahmad Rafi Kurniawan,5,2025-05-01 21:37:14,bagus aplikasinya,Positif
perdanaardi wibowo,5,2025-05-01 21:36:45,kereen,Positif
Mis Miswati,4,2025-05-01 21:36:37,proses cpat,Positif
Adeleida Sumuan,5,2025-05-01 21:36:26,puas,Positif
Djoko Purwanto,5,2025-05-01 21:36:12,oklah buat belanja,Positif
Ari Rusdianawati,5,2025-05-01 21:36:06,belanja jd lbh mudah...barang ori bagus dan hrg terjangkau,Positif
Hartono Tono,5,2025-05-01 21:34:28,tepat waktu & sesuai pesanan..,Positif
Fadilah Rahmadania,5,2025-05-01 21:31:41,bagus,Positif
Putri Sekar Pembayun,5,2025-05-01 21:31:17,baik bgt,Positif
Husna Unha,5,2025-05-01 21:31:07,Masukan saja kalo bisa cantumkan no kurir yang mengantar barang kyk di App sebelah,Positif
Firdan Qjoy,5,2025-05-01 21:27:25,"Pokok Nya Mah Shopee, 1, 3, 4, 5, Ngga Ada 2 Nya",Positif
f&v chanel L,5,2025-05-01 21:27:22,"aman, amanah,terpercaya",Positif
Daniel Duarte,5,2025-05-01 21:27:17,bagus,Positif
Didi Setiadi,5,2025-05-01 21:27:01,baru pertama kali belanja menggunakan shopee ternyata gak seperti yg dibayangkan semua berjalan dengan baik dan lancar thank,Positif
Aprilia Diany,3,2025-05-01 21:23:32,Saya udh bertahun tahun pake shopee tapi kecewa semenjak ongkir jadi lebih mahal dari pada barang .. harga barang tidak seberapa tapi ongkir ny mengerikan sekaliny dapat voucher tidak bisa untuk bayar COD ya percuma ... ini mah nama ny beli ongkir dapat barang. 😒😒,Netral
Moh Ridwan,1,2025-05-01 21:23:17,sangat kecewa masa Tangerang ke Tangerang sampe 5 hari pengiriman si coba di percepat sedikit no kurir ajah gak di cantumin,Negatif
Dark King,5,2025-05-01 21:22:50,bagusss,Positif
ary risaf,5,2025-05-01 21:22:00,bagus,Positif
Yuni ta,5,2025-05-01 21:21:21,"Selalu puas pesan barang d shoope,harga sesuai d kantong",Positif
Ara Dea,5,2025-05-01 21:19:21,oke,Positif
Kuobe,5,2025-05-01 21:19:20,apk mantap,Positif
Rini Megawati1234,3,2025-05-01 21:18:38,"mohon dong kalau SDH ada pemberitahuan menuju ketempat cepat dikirim.jgn PG nunggu sore baru datang.ya klau TDK cod dulu.jadi MLS kan blanjanya,dan tolong dong kurirya di area Sidoarjo taman Tawangsari sari klu cod cek dulu sbr menunggu kayak apa buru buru wajah suram,bilang msh nganter laen.kita tau BKN TDK tau.",Netral
Tanti Agustini,5,2025-05-01 21:18:02,mantab tidak mengecewakan,Positif
Nuraulia Tkj,5,2025-05-01 21:16:49,shopee ini sangat bagus sekali,Positif
Elvan Febriyanto,5,2025-05-01 21:16:47,"pengantaran kurir ramah,sopan",Positif
Amir Rachman,3,2025-05-01 21:15:43,kenapa sekarang kalau top up saldo berkurang 1000,Netral
Riyanto Kowok,5,2025-05-01 21:14:37,smngt membantu,Positif
Sarah Safirah,3,2025-05-01 21:14:26,"kecewa sama kurir nya,, ksar bgt",Netral
Achmad Sopian,4,2025-05-01 21:14:07,belanja di Shopee bagaimana Reseller nya.. kadang dapat barang bagus Sesuai di iklannya kadang ga bagus😎,Positif
Zoe Zoe Zoe,5,2025-05-01 21:12:11,Pelayanan ok,Positif
Budi Iswanto,5,2025-05-01 21:10:45,sangat membantu sekali semua kebutuhan ada dn lengkap,Positif
novi yanti,5,2025-05-01 21:10:12,mantap,Positif
wonk ierenk,4,2025-05-01 21:08:55,"ternyata sudah ada update lagi, untuk pemakaian sementara sudah tidak sampai nge-hang lagi, kalau untuk aplikasi yang lumayan berat saya rasa masih maklum, bintang sudah dinaikkan.",Positif
Irvan Supriadi,5,2025-05-01 21:08:10,dengan ada nya aplikasi shopee bagi saya yg orang nya introvert sangan bermanfaat sekali mempermudah mencari barang yang tidak ada di offline,Positif
Rudi Harianto,5,2025-05-01 21:07:48,Alhamdulillah,Positif
Agung Setiyawan,5,2025-05-01 21:05:56,"buset kok tambah parah gini pengirimanya masak barang baru diterima 1 minggu ,estimasinya kelamaan,apalagi beli di live 2 sampai 3 minggu baru sampai,,tolong kebijakanya,tokonya dichat tidak pernah ada yang membalas bikin jengkel emosi padahal cumak memastikan kapan bisa dikirim,hanya dikemas terus sampai hampir seminggu,dibatalkan ditolak ,bikin kapok pikir pikir mau beli / order disini,mau pilih jasa kirim tidak ada pilihan,dulu tidak serumit selambat gini,tolong diperbaiki,banyak yang kecewa.",Positif
yudi 77,5,2025-05-01 21:05:41,mantul.... apknya setiap beli barang sesuai sama gambar...,Positif
tian david,5,2025-05-01 21:04:49,baguss,Positif
Darma Saka,5,2025-05-01 21:04:12,bagus,Positif
Okta Friyadi,5,2025-05-01 21:03:17,akun yang melayani degan baik,Positif
Abu Siri,5,2025-05-01 21:01:09,baik,Positif
Gea Manize,5,2025-05-01 21:00:02,good,Positif
Budiman Budi,5,2025-05-01 20:59:33,bagus,Positif
Satrio Pku,5,2025-05-01 20:59:31,aplikasi sangat membantu untuk belanja online 👍,Positif
Riska Arika,5,2025-05-01 20:58:42,mantap,Positif
dua faisal,1,2025-05-01 20:58:36,"Coba kalian cek di riwayat transaksi shopee, saya ada beberapa transaksi keluar. Padahal tidak saya lakukan transaksi itu. Setiap Minggu shopeefood ambil 3000 secara otomatis dari saldo kalian. . wkwkw",Negatif
Dayink Sanchez,5,2025-05-01 20:58:27,Joss gandoss,Positif
Kang Lutfi,5,2025-05-01 20:58:11,sangat memuaskan,Positif
Brivana Marwah,5,2025-05-01 20:58:04,bagus👍,Positif
REMON JADINO,5,2025-05-01 20:57:56,Ok,Positif
Stiven Ramadona,5,2025-05-01 20:57:55,selalu dibutuhkan dan digunakan,Positif
bayu septiawan,4,2025-05-01 20:55:22,cukup baik,Positif
Lilik Wahyu,5,2025-05-01 20:54:45,Shoppe semakin sukses,Positif
M Rizki Auli,5,2025-05-01 20:54:43,pertahankan pelayanannya,Positif
erlina Junita,4,2025-05-01 20:54:41,shope sekarang ekspedisinya lelet mana paketku sering hilang lg gmn gk kesal coba perbaiki mna ongkir mahal pula,Positif
H Effendy,5,2025-05-01 20:54:37,Very good..,Positif
Robi darwis,5,2025-05-01 20:54:34,ok,Positif
farrel aldan,5,2025-05-01 20:54:02,Tetap selalu menjaga kepuasan pelanggan dan selalu beri pelayanan yang terbaik untuk pelanggan,Positif
Jojo Kazuya,5,2025-05-01 20:52:33,bayak gratis ongkirnya,Positif
Olix Ardi,5,2025-05-01 20:52:30,ok,Positif
Teti Suhesti,5,2025-05-01 20:52:15,"I Love Shopee.. Serba Mudah, Komplit & Lebih Murah.",Positif
yasir hasibuan,5,2025-05-01 20:50:39,ok,Positif
Ar Jamaya channel,4,2025-05-01 20:50:15,mulai bagus deh sekarang sih,Positif
hamdani mechanic,4,2025-05-01 20:49:01,shopee memang dapat diandalkan.,Positif
Mpip Ansari198,5,2025-05-01 20:47:39,aku suka belanja di Shopee harga nya murah kualitas ok,Positif
Raja_ Kumetap22,1,2025-05-01 20:46:58,update mulu baru 1 hari juga anjengg,Negatif
Maimunah Azzahro,4,2025-05-01 20:46:52,Not bad,Positif
Agus Suroto,5,2025-05-01 20:46:48,Suka bngt belanja di shopee smg selalu amanah,Positif
Mas Baja,5,2025-05-01 20:46:47,belanja mudah ...perlu tambahan jika ada kiriman mohon ada pemberitahuan terlebih dahulu ke pembeli ..,Positif
Heru Nurcahyono,5,2025-05-01 20:46:35,mantap banget,Positif
Yuliana Ferbian98,2,2025-05-01 20:46:26,sesuai tidak mengecewakan kan,Negatif
Umi Laela,5,2025-05-01 20:46:20,masukan dari saya Buat app Shopee ...gratis ongkir tanpa minimal blanja / Rp. 0 dan juga diskon /cashback nya tanpa minimal belanja ..... Saya sangat mengapresiasikan mohon diadain terus karena itu sangat membantu. Dan semoga Shopee semakin berjaya....,Positif
Pipik Muliawati,5,2025-05-01 20:45:04,sangat memuaskan,Positif
Keenan Atthalah,5,2025-05-01 20:43:53,recommended pokoknya,Positif
Zanu Furyanto,5,2025-05-01 20:43:28,Amat Sangat membantu.,Positif
anggelina herni,5,2025-05-01 20:43:25,"Shopee, mantap 👍👍👍",Positif
Yohanes Hane,5,2025-05-01 20:43:15,aplikasi belanja online terbaik,Positif
Garasi Cell,5,2025-05-01 20:43:08,mantap sambel nya enak tapi terlalu pedas kurir nya baik,Positif
Siti Mulyati,4,2025-05-01 20:41:48,"bagus, cmn blm ada info tambahan no kurir di status sdh dalam pengiriman ke alamat tujuan, jd ga bisa komunikasi sm mas kurir",Positif
Nia Karnia,5,2025-05-01 20:41:45,"shopie memberikan apa yang kita buthkan , ga usah berdesakan untuk membeli sesuatu kita tinggal mlh langsung klik udh dh🫰",Positif
Agung Prakosa,1,2025-05-01 20:41:14,"Aplikasi super berat, Makin Lambat......",Negatif
Hffiz Afrizal,5,2025-05-01 20:40:39,sangat puas,Positif
Fazrin Rahmi M Mufti,5,2025-05-01 20:40:12,ok👍🏻👍🏻👍🏻,Positif
Yadi Widya,4,2025-05-01 20:39:33,mantap...amanah,Positif
FNU RAHADIAN,5,2025-05-01 20:38:43,barangnya slalu sesuai dgn pesanan,Positif
Ririe 15,5,2025-05-01 20:38:42,platform yang bagus,Positif
MR MAULANA,3,2025-05-01 20:36:51,terlalu berat penyimpanan nya!!!!,Netral
Abdul Munif,5,2025-05-01 20:36:45,keren belanja jadi mudah,Positif
Azel wiyoga Official,1,2025-05-01 20:36:26,"paket nya gmpng bet ketinggalan, lewat dri waktu yg di perkirakan, app kocak, kurir kocak",Negatif
Perdy Hidayat,1,2025-05-01 20:35:32,pengiriman nya lelet,Negatif
Eko Hardiko,5,2025-05-01 20:34:45,Belanja makin mudah dan banyak pilihan produk,Positif
Oloan Situmorang,5,2025-05-01 20:33:22,"sangat membantu menyediakan kebutuhan-kebutuhan khusus. layanan pengiriman jg ok, keluhan ditanggapi dengan benar. sudah langganan aplikasi ini lebih dari 5 tahun",Positif
Shidik Purnomo,5,2025-05-01 20:32:55,sangat puas,Positif
Asni Rambe,5,2025-05-01 20:32:12,sangat membantu,Positif
Binsar Marasi,1,2025-05-01 20:32:12,"shopee sekarang katro, jadul, kudet.. payment QRIS dibuat dong. sebelah aja udah ada! trus biaya layanan lebih besar dari sebelah! ah payah..",Negatif
Mey May,5,2025-05-01 20:31:49,ongkir nya keren,Positif
Ricki Muliendri,3,2025-05-01 20:31:34,Kenapa tidak bisa pakai kupon .banyak kode tp gak ada yg bisa dipakai.utk apa?dan utk barang yg saya cari banyak lebih murah di buka lapak. Bagai mana claimnya? dan kalau pakai kupon langsung tampil ada aktifitas mencurigakan kalau dilanjutkan akun anda di blokir. sekalinya gak pakai kupon. aman. dasar gak mau rugi,Netral
Aira Sela,5,2025-05-01 20:29:02,mempermudah saya berblanja,Positif
Adi Utama,2,2025-05-01 20:28:01,"Semakin di update aplikasinya semakin tidak responsif,dan aplikasi terasa berat.",Negatif
Heru Kurniawan,5,2025-05-01 20:27:58,"Barang2 lbh murah dr toko sebelah, seller amanah",Positif
Dollah,5,2025-05-01 20:26:56,sangat membantu,Positif
Bonafantura Vedi jeer,5,2025-05-01 20:26:05,sangat cepat respon dan pengiriman,Positif
Asmira,5,2025-05-01 20:26:02,sangat baik,Positif
Selene,1,2025-05-01 20:25:39,"ingin menghapus akun sangat susah, khususnya untuk penghapusan saldo, saya ingin menghapus akun saya yg memiliki saldo senila Rp.211, ditranfer bahkan tidak bisa, aneh.",Negatif
J Pol,4,2025-05-01 20:24:53,shopee mantaf,Positif
Irma Lestari,5,2025-05-01 20:24:26,Bagi ongkir gratis nya dong,Positif
Dimas Syahputra,5,2025-05-01 20:22:06,aplikasi yang sangat bagus,Positif
intan beko25,3,2025-05-01 20:20:07,kurang diskon dan gratis ongkir,Netral
Aldistaa Setyawan,1,2025-05-01 20:19:50,apk nya lelet banget,Negatif
Wann four,2,2025-05-01 20:19:20,shopee sekarang aneh banget padahal udah punya akun tapi gabisa login sama sekali,Negatif
Ita Morina,2,2025-05-01 20:19:15,masa kalau kita mau co barang harus buat alamat terus. pdhl alamat saya sudah ada. tolong di perbaiki ya,Negatif
ROFA HANJANI,5,2025-05-01 20:18:37,belanja lebih mudah dan cepat dengan shopee,Positif
Michael Walukouw,1,2025-05-01 20:18:24,shopee terbaik 👍 tapi kurirnya 👎,Negatif
Rusdy Riswanto,5,2025-05-01 20:18:04,selama pembelian dsini memuaskan👍👍👍,Positif
MiL MiL,5,2025-05-01 20:17:40,sangat bermanfaat dan membantu,Positif
wellem tjong,5,2025-05-01 20:16:58,Good job,Positif
Ruby Baday,5,2025-05-01 20:16:36,Mantap,Positif
aep sarifudin,5,2025-05-01 20:15:46,"lebih banyak pilihan, harga oke",Positif
Chelshi,5,2025-05-01 20:15:36,aplikasinya bagus mantap,Positif
Alpa Novaldi,1,2025-05-01 20:15:22,"sumpah spx ini gimana si pengiriman barangnya, lokasi gw di Jaksel barang udh di Dc jaksel malah dikirim lagi ke DC Cakung Jaktim. gajelas Banget",Negatif
wisnu budiarti,4,2025-05-01 20:12:23,mempermudah dan efisien tidak harus ke toko begitu buka shopee barang bisa cepat sampai,Positif
Har Tono,4,2025-05-01 20:12:00,aplikasi cukup membantu,Positif
Ya Ti,5,2025-05-01 20:10:28,bagus,Positif
Boy Laoly,5,2025-05-01 20:10:13,"shopee sangat membantu di saat kita tidak sulit, ketika kita sulit shopee tidak membantu kita🤣😅🗿",Positif
alex agung,5,2025-05-01 20:07:02,bagus,Positif
Neneng Neneng,5,2025-05-01 20:06:49,puass belanjaa d shopee sukses sllu,Positif
Nanda Maulana,5,2025-05-01 20:04:35,Mantappp,Positif
Faizal,5,2025-05-01 20:03:59,Mantap belanja disini.,Positif
Dewi Dewita,5,2025-05-01 20:03:26,bagus,Positif
Verry Wafi,5,2025-05-01 20:02:36,sangat membantu,Positif
Irma yanti,5,2025-05-01 20:01:32,semoga akusuka,Positif
Weng Kers,5,2025-05-01 20:00:40,good,Positif
Nur Janah,5,2025-05-01 20:00:18,alhamdulilah bagus banget cocok.,Positif
U2 GAMING,1,2025-05-01 19:59:54,saran dari cs suruh clear cache .. apk lu dari dulu bnyak bug dan lemot ... gk bisa di pungkiri ..,Negatif
Cindy Anggi Lupitasari,5,2025-05-01 19:59:50,memuaskan,Positif
Agus Herdiana,3,2025-05-01 19:59:36,mohon tambahkan opsi mode malam/gelap supaya saat berbelanja di malam hari lebih nyaman & mohon di peringan kinerja aplikasi nya....,Netral
War And order,1,2025-05-01 19:59:36,"masak mau bayar spaylater gak bisa, buruk",Negatif
Andi Ehaksoro,5,2025-05-01 19:59:36,the best,Positif
Syaful R,5,2025-05-01 19:58:26,baik,Positif
ovi kurnia dahlan,4,2025-05-01 19:56:59,sampai saat ini masih aman dlm pelayanan,Positif
Wahyu dwi Anggara,4,2025-05-01 19:56:18,apik,Positif
For You,1,2025-05-01 19:56:00,kenapa ya semuaakun orang gak bisa COD,Negatif
Puspa Julia,1,2025-05-01 19:55:46,shopee kenapa sih? loadingnya lama bngt pas mau main game juga lama bngt loadingnya,Negatif
Tabe Family,1,2025-05-01 19:55:18,saya pelanggan yg sering di bohongi barang datang hari ini informasi nya saya tungguin ga Dateng Dateng sampe dua hari ga Dateng juga tlong di evaluasi lagi,Negatif
Doli Marsen,1,2025-05-01 19:52:57,"second times beli token disini delay lama, yang sekarang sampe nunggu 1 hari. emosi bgt, jadi ga fokus kalo udh emosi gini. shopee lu harus tanggung jawab kalo gua kenapa2, jelek banget pelayanan lo aseli",Negatif
dewa Asmara,4,2025-05-01 19:52:37,saya puas belanja di shopee,Positif
Tony Dramer Asbho,5,2025-05-01 19:52:20,barang barang bagus di shopee....sesuai dengan harga dan kualitas....belanja puas pelayanan dan pengiriman cepat...thanks,Positif
Bambang Habibi,5,2025-05-01 19:51:41,sangat membantu,Positif
ganyong rudianto,5,2025-05-01 19:51:14,ok sesuai,Positif
kadek,1,2025-05-01 19:51:07,gajls gara² sruh main game candy malah koin gue ilang 3500 pdhl gue ngumpulinnya susah payah,Negatif
rambutanacehsuper,4,2025-05-01 19:50:39,wahh bagus,Positif
Sumardi Wati,5,2025-05-01 19:50:21,good,Positif
Sri Handayani,2,2025-05-01 19:50:06,"murah-murah sih emg, tp ga bisa pek e-wallet, nyusahin gt",Negatif
Popeye Popeye,5,2025-05-01 19:49:33,👍🏻,Positif
Herman Nuh,5,2025-05-01 19:48:53,semua ada walau pernah dapat penjual yg tidak amanah .. trimakasih shopee,Positif
Anan Handayani,5,2025-05-01 19:48:50,mantap,Positif
nanime. channel,5,2025-05-01 19:48:31,mantap,Positif
Fatimah Azikra,5,2025-05-01 19:47:53,terimakasih shoope sudah memberikan kemudahan saya berbelanja.meskipun ada kekeliruan dan kecurangan oleh penjual tp saya tdk menyerah shopee masih yg terbaik ..,Positif
Samsuri 1666,5,2025-05-01 19:47:48,APLIKASI INI SANGAT MEMBANTU SAYA UNTUK PEMBELIAN BARANG,Positif
Jeselyn Antikaputri,5,2025-05-01 19:47:31,sukaaa,Positif
lini siana,3,2025-05-01 19:47:16,"kenapa yg live tdk smuanya gratis ongkir.. krn d batasi hy bisa beli 1.. hr gak seberapa, kena ongkir.. bahkan kadang ongkir lebih mahal dr harga barang nya..",Netral
Syahfira Akila,5,2025-05-01 19:47:15,bagus tidak mengecewakan,Positif
Nur Hasan,5,2025-05-01 19:47:05,"Alhamdulillah selalu bisa di percaya walaupun kadang ada juga kendala sedikit sedikit,,",Positif
WARISAN KAKEK,5,2025-05-01 19:43:16,Luar biasa sya puas & sangat bermanpaat terpercaya dan bisa di andalkan,Positif
Van Ernest,3,2025-05-01 19:41:34,"naik lagi 2 bintang,dari segi pengiriman selalu lama,dari map juga tidak akurat",Netral
AFaww 12,5,2025-05-01 19:41:32,Bagus banget pake shoppe. Semoga kedepannya tetap baik . Upgrade lagi kedepannya.,Positif
Nonce Napidu,5,2025-05-01 19:41:25,keren,Positif
Yanthi,5,2025-05-01 19:40:42,happy shopping here on shopee 💃,Positif
Agyuni loli Bittin,5,2025-05-01 19:38:34,"setiap membeli barang, yang datang sesuai dgn gambar",Positif
Gracio Keiren,5,2025-05-01 19:37:17,mayan,Positif
